Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
50067410,Pain and Prejudice: A Call to Arms for Women and Their Bodies,Gabrielle  Jackson,"Jackson, Gabrielle",,"=""""","=""9781760529093""",0,4.23,Allen and Unwin ,Paperback,360,2019,2019,,2021/01/03,"to-read, women","to-read (#1614), women (#99)",to-read,,,,0,,,0,,,,,
12749,Swann's Way,Marcel Proust,"Proust, Marcel","Lydia Davis, Анатоль Перепадя","=""0142437964""","=""9780142437964""",0,4.11,Penguin Classics,Paperback,444,2004,1913,,2021/01/03,"to-read, fiction","to-read (#1613), fiction (#3)",to-read,,,,0,,,0,,,,,
252393,Smart Women/Foolish Choices: Finding the Right Men Avoiding the Wrong Ones,Connell Cowan,"Cowan, Connell",Melvyn Kinder,"=""0451158857""","=""9780451158857""",0,3.47,Signet,Paperback,304,1986,1985,,2021/01/03,"to-read, women","to-read (#1612), women (#98)",to-read,,,,0,,,0,,,,,
55992837,Historie wydobyte z cienia. Autobiograficzne relacje starszych kobiet,Ewa Kępa,"Kępa, Ewa",,"=""""","=""9788324216970""",0,0.0,Universitas,Paperback,376,2012,2012,,2021/01/03,"to-read, women","to-read (#1611), women (#97)",to-read,,,,0,,,0,,,,,
35486450,O tyranii. Dwadzieścia lekcji z dwudziestego wieku,Timothy Snyder,"Snyder, Timothy",Bartłomiej Pietrzyk,"=""8324042261""","=""9788324042265""",4,4.20,Znak,Paperback,128,2017,2017,2021/01/02,2021/01/01,"polecajki-z-fejsa, publicystyka, owned, woblink, 2021","polecajki-z-fejsa (#60), publicystyka (#17), owned (#694), woblink (#249), 2021 (#2)",read,,,,1,,,0,,,,,
51969044,Our Bodies Their Battlefield: What War Does to Women,Christina Lamb,"Lamb, Christina",,"=""0008300011""","=""9780008300012""",0,4.69,William Collins,Paperback,432,2020,2020,,2021/01/02,"to-read, women","to-read (#1610), women (#96)",to-read,,,,0,,,0,,,,,
5965858,Bracia Karamazow,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",Aleksander Wat,"=""8373377344""","=""""",0,4.32,Prószyński i S-łka,Paperback,788,2002,1879,,2021/01/02,"to-read, ebookpoint, owned","to-read (#1609), ebookpoint (#36), owned (#700)",to-read,,,,0,,,0,,,,,
50641571,"Zwykli ludzie. 101. Policyjny Batalion Rezerwy i ""ostateczne rozwiązanie"" w Polsce",Christopher R. Browning,"Browning, Christopher R.",,"=""""","=""9788380625310""",0,4.10,REBIS,Hardcover,,2019,1992,,2021/01/02,"to-read, historia, ebookpoint, owned","to-read (#1606), historia (#7), ebookpoint (#35), owned (#699)",to-read,,,,0,,,0,,,,,
22663080,Pomimo i wbrew: eseje o Europie Środkowej,Timothy Garton Ash,"Ash, Timothy Garton",Anna Husarska,"=""0902352865""","=""9780902352865""",0,4.07,Polonia Book Fund,Paperback,269,1990,1989,,2021/01/02,"to-read, publicystyka","to-read (#1608), publicystyka (#21)",to-read,,,,0,,,0,,,,,
35153144,"Brzemię odpowiedzialności. Blum, Camus, Aron i francuski wiek dwudziesty",Tony Judt,"Judt, Tony",Michał Filipczuk,"=""""","=""9788363855772""",0,4.17,Wydawnictwo Krytyki Politycznej,Paperback,240,2014,1998,,2021/01/02,"to-read, historia, publicystyka","to-read (#1607), historia (#8), publicystyka (#20)",to-read,,,,0,,,0,,,,,
396931,The Origins of Totalitarianism,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.30,Harcourt Brace Jovanovich,Paperback,527,1973,1951,,2021/01/02,"to-read, publicystyka","to-read (#1605), publicystyka (#19)",to-read,,,,0,,,0,,,,,
54808838,"Odwaga bycia szczęśliwym. Japoński fenomen, który pokazuje, jak kroczyć drogą szczęścia",Ichiro Kishimi,"Kishimi, Ichiro","Fumitake Koga, Łukasz Hojun Szpunar","=""8375797103""","=""9788375797107""",0,3.67,Wydawnictwo Galaktyka,Paperback,248,2019,,,2021/01/02,"to-read, ebookpoint, owned","to-read (#1604), ebookpoint (#34), owned (#698)",to-read,,,,0,,,0,,,,,
36752952,"The Courage To Be Disliked: How to free yourself, change your life and achieve real happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,4.08,Allen & Unwin,Kindle Edition,277,2018,2013,,2020/11/20,"to-read, ebookpoint, owned","to-read (#1542), ebookpoint (#33), owned (#697)",to-read,,,,0,,,0,,,,,
44668776,My fajnopolacy,Piotr Stankiewicz,"Stankiewicz, Piotr",,"=""831115676X""","=""9788311156760""",0,3.40,Bellona,Paperback,300,2019,,,2021/01/02,"to-read, ebookpoint, owned, polska-mieszkam-w-polsce","to-read (#1603), ebookpoint (#32), owned (#696), polska-mieszkam-w-polsce (#35)",to-read,,,,0,,,0,,,,,
39914571,21 polskich grzechów głównych,Piotr Stankiewicz,"Stankiewicz, Piotr",,"=""""","=""""",0,3.95,Bellona,ebook,312,2018,,,2020/12/28,"to-read, polecajki-z-fejsa, polska-mieszkam-w-polsce, ebookpoint, owned","to-read (#1596), polecajki-z-fejsa (#57), polska-mieszkam-w-polsce (#34), ebookpoint (#31), owned (#695)",to-read,,,,0,,,0,,,,,
6530587,Ucieczka od wolności,Erich Fromm,"Fromm, Erich","Olga Ziemilska, Andrzej Ziemilski","=""""","=""9788307031866""",0,4.26,Czytelnik,Paperback,208,2008,1941,,2020/04/23,"to-read, 235-książek-stulecia, publicystyka","to-read (#1078), 235-książek-stulecia (#163), publicystyka (#18)",to-read,,,,0,,,0,,,,,
36217163,"The Road to Unfreedom: Russia, Europe, America",Timothy Snyder,"Snyder, Timothy",,"=""0525574468""","=""9780525574460""",0,4.29,Tim Duggan Books,Hardcover,359,2018,2018,,2021/01/01,to-read,to-read (#1602),to-read,,,,0,,,0,,,,,
22557522,Deskbound: Standing Up to a Sitting World,Kelly Starrett,"Starrett, Kelly",Glen Cordoza,"=""1628600586""","=""9781628600582""",0,4.35,Victory Belt Publishing,Hardcover,368,2016,2015,,2021/01/01,to-read,to-read (#1601),to-read,,,,0,,,0,,,,,
55290566,Gwałt polski,Maja Staśko,"Staśko, Maja",Patrycja Wieczorkiewicz,"=""""","=""9788366586284""",0,4.63,Wydawnictwo Krytyki Politycznej,Paperback,356,2020,2020,,2020/12/30,to-read,to-read (#1600),to-read,,,,0,,,0,,,,,
43246105,Sztuka odpuszczania. Jak zamieniłem panikę na starcie w sukces na mecie,Pat Flynn,"Flynn, Pat","Edyta Masełko-Łaciok, Karol Łaciok","=""""","=""9788366117259""",0,4.25,Grupa Wydawnicza Relacja,Paperback,209,2018,2017,,2020/12/30,to-read,to-read (#1599),to-read,,,,0,,,0,,,,,
50776459,Shape Up: Stop Running in Circles and Ship Work that Matters,Ryan Singer,"Singer, Ryan",Jason Fried,"=""""","=""""",2,4.39,Basecamp,ebook,133,2019,2019,2020/12/30,2020/07/07,"owned, single-purchase, 2020","owned (#512), single-purchase (#2), 2020 (#57)",read,,,,1,,,0,,,,,
36109667,"Pasztety, do boju!",Clémentine Beauvais,"Beauvais, Clémentine",Bożena Sęk,"=""""","=""9788365341358""",0,4.06,Wydawnictwo Dwie Siostry,Paperback,276,2017,2015,,2020/12/30,"to-read, polecajki-z-fejsa","to-read (#1598), polecajki-z-fejsa (#58)",to-read,,,,0,,,0,,,,,
53652669,Nie żryj gówien,Anna Makowska,"Makowska, Anna",,"=""""","=""9788395467035""",0,3.88,Doktor Ania Publishing,Paperback,303,2020,,,2020/12/29,to-read,to-read (#1597),to-read,,,,0,,,0,,,,,
54350456,Lajla znaczy noc,Aleksandra Lipczak,"Lipczak, Aleksandra",,"=""8366147525""","=""9788366147522""",4,3.91,Karakter,Paperback,272,2020,2020,2020/12/28,2020/09/12,"ebookpoint, owned, 2020","ebookpoint (#29), owned (#672), 2020 (#56)",read,,,,1,,,0,,,,,
51207814,A Question of Power: Electricity and the Wealth of Nations,Robert Bryce,"Bryce, Robert",,"=""1610397495""","=""9781610397490""",0,4.13,PublicAffairs,Hardcover,352,2020,,,2020/12/27,"to-read, ekologia, polecajki-z-fejsa","to-read (#1595), ekologia (#4), polecajki-z-fejsa (#56)",to-read,,,,0,,,0,,,,,
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",0,3.87,William Morrow,Kindle Edition,319,2020,2020,,2020/12/27,to-read,to-read (#1594),to-read,,,,0,,,0,,,,,
13008100,Światu nie mamy czego zazdrościć. Zwyczajne losy mieszkańców Korei Północnej,Barbara Demick,"Demick, Barbara",Agnieszka Nowakowska,"=""8375363138""","=""9788375363135""",0,4.42,Czarne,Paperback,368,2011,2009,,2020/12/26,to-read,to-read (#1593),to-read,,,,0,,,0,,,,,
55544431,Czuły narrator,Olga Tokarczuk,"Tokarczuk, Olga",,"=""8308073050""","=""9788308073056""",0,4.35,Wydawnictwo Literackie,Hardcover,304,2020,2020,,2020/12/26,to-read,to-read (#1592),to-read,,,,0,,,0,,,,,
35407303,The Periodic Table of Feminism,Marisa Bate,"Bate, Marisa",,"=""1785037781""","=""9781785037788""",0,4.02,Pop Press,Hardcover,208,2018,,,2020/12/25,to-read,to-read (#1591),to-read,,,,0,,,0,,,,,
55606989,Bękarty pańszczyzny. Historia buntów chłopskich,Michał Rauszer,"Rauszer, Michał",,"=""""","=""9788381513418""",0,4.10,RM,Paperback,280,2020,2020,,2020/12/22,"to-read, historia, polska-mieszkam-w-polsce, owned, publio","to-read (#1584), historia (#6), polska-mieszkam-w-polsce (#33), owned (#693), publio (#58)",to-read,,,,0,,,0,,,,,
43385537,Krótkie odpowiedzi na wielkie pytania,Stephen Hawking,"Hawking, Stephen",Marek Krośniak,"=""8381164761""","=""9788381164764""",0,4.30,Zysk i S-ka,Hardcover,264,2018,2018,,2020/12/25,"to-read, popularnonaukowe","to-read (#1590), popularnonaukowe (#21)",to-read,,,,0,,,0,,,,,
41155465,It's Not About the Burqa,Mariam Khan,"Khan, Mariam",,"=""1509886400""","=""9781509886401""",0,4.31,Picador,Hardcover,272,2020,2019,,2020/12/25,"to-read, women","to-read (#1589), women (#95)",to-read,,,,0,,,0,,,,,
38348476,Calypso,David Sedaris,"Sedaris, David",,"=""""","=""""",0,4.10,"Little, Brown and Company",Kindle Edition,273,2018,2018,,2020/11/08,"to-read, polecajki-z-fejsa","to-read (#1513), polecajki-z-fejsa (#55)",to-read,,,,0,,,0,,,,,
50225678,Boyfriend Material,Alexis  Hall,"Hall, Alexis",,"=""1728206146""","=""9781728206141""",0,4.16,Sourcebooks Casablanca,Paperback,427,2020,2020,,2020/12/23,"to-read, amazon, owned","to-read (#1588), amazon (#112), owned (#692)",to-read,,,,0,,,0,,,,,
54151900,Koniec lodu,Dahr Jamail,"Jamail, Dahr",,"=""""","=""""",0,3.96,Krytyka Polityczna,,320,2020,,,2020/12/23,"to-read, publicystyka, ekologia","to-read (#1587), publicystyka (#16), ekologia (#1)",to-read,,,,0,,,0,,,,,
55289532,Finansowa Forteca,Marcin Iwuć,"Iwuć, Marcin",,"=""8395846800""","=""9788395846809""",0,4.71,FBO Marcin Iwuć,Hardcover,800,2020,2020,,2020/12/22,"to-read, papier","to-read (#1586), papier (#35)",to-read,,,,0,,,0,,,,,
55868708,Śladami Szeli czyli diabły polskie Wymazana historia Polski,Piotr Korczyński,"Korczyński, Piotr",,"=""""","=""9788381514149""",0,3.67,RM,Paperback,296,2020,2020,,2020/12/22,to-read,to-read (#1585),to-read,,,,0,,,0,,,,,
21084452,The Highly Sensitive Person: How to Survive and Thrive When the World Overwhelms You,Elaine N. Aron,"Aron, Elaine N.",,"=""""","=""""",2,3.88,Thorsons,Kindle Edition,274,2014,1996,2020/12/22,2018/02/06,"growth, amazon, owned, 2020","growth (#27), amazon (#82), owned (#420), 2020 (#55)",read,"Jesli szukasz walidacji swoich cech nadwrazliwosci, to nie jest to ksiazka, ktora Ci w tym pomoze - lepsza bylaby Jak mniej myslec. <br/>Przegadana. Rozdzial o duchowosci zajezdza tania ezoteryka. ",,,1,,,0,,,,,
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,"Heath, Chip",Dan Heath,"=""1400064287""","=""9781400064281""",0,3.96,Random House,Hardcover,291,2007,2006,,2020/12/21,"to-read, business, popularnonaukowe","to-read (#1583), business (#4), popularnonaukowe (#20)",to-read,,,,0,,,0,,,,,
54818283,The Umami Strategy: Stand Out by Mixing Business with Experience Design,Aga Szóstek,"Szóstek, Aga",,"=""9063695799""","=""9789063695798""",0,5.00,BIS Publishers,Paperback,240,2021,,,2020/12/21,"to-read, business, design","to-read (#1582), business (#3), design (#7)",to-read,,,,0,,,0,,,,,
6432878,Wybór Zofii,William Styron,"Styron, William",,"=""8372008906""","=""""",0,4.18,Muza,Hardcover,674,2001,1979,,2020/12/20,to-read,to-read (#1581),to-read,,,,0,,,0,,,,,
56229832,"Nic się nie dzieje. Przyjemne i relaksujące opowiadania, które wyciszą twoje myśli i pomogą ci zasnąć",Kathryn Nicolai,"Nicolai, Kathryn","Léa Le Pivert, Anna Krochmal","=""8366575470""","=""9788366575479""",0,4.30,Wydawnictwo Insignis,Hardcover,320,2020,2020,,2020/12/20,to-read,to-read (#1580),to-read,,,,0,,,0,,,,,
27402834,Teoria King Konga,Virginie Despentes,"Despentes, Virginie","Anastazja Dwulit, Magdalena Kowalska","=""""","=""9788362206131""",0,4.02,Feminoteka,Paperback,130,2015,2006,,2020/12/20,"to-read, women","to-read (#1579), women (#94)",to-read,,,,0,,,0,,,,,
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.04,William Morrow,Hardcover,373,2020,2020,,2020/12/18,"to-read, owned, woblink","to-read (#1578), owned (#690), woblink (#248)",to-read,,,,0,,,0,,,,,
56313668,Wikingowie na Rusi,Michał Beczek,"Beczek, Michał",,"=""""","=""9788365156372""",0,4.00,PROMOHISTORIA,ebook,135,2020,,,2020/12/18,"to-read, artrage-bookrage","to-read (#1577), artrage-bookrage (#150)",to-read,,,,0,,,0,,,,,
54386039,Wojna Jasia. Polski żołnierz w walce z bolszewikami,Mateusz Balcerkiewicz,"Balcerkiewicz, Mateusz",,"=""""","=""9788365156341""",0,2.67,PROMOHISTORIA - Histmag.org,ebook,99,2020,2020,,2020/12/18,"to-read, artrage-bookrage","to-read (#1576), artrage-bookrage (#149)",to-read,,,,0,,,0,,,,,
46248550,Zakazana historia filozofów. Niestoicka powieść stoika,Tomasz Mazur,"Mazur, Tomasz",,"=""""","=""9788324059089""",0,4.10,Znak,Paperback,320,2019,,,2020/12/16,"to-read, owned, woblink","to-read (#1575), owned (#689), woblink (#247)",to-read,,,,0,,,0,,,,,
51871482,"Przepis na człowieka. Czyli krótki wstęp do odpowiedzi na pytanie: dlaczego jesteśmy, jacy jesteśmy",Dawid Myśliwiec,"Myśliwiec, Dawid",,"=""""","=""9788395235498""",0,4.30,Wydawnictwo Altenberg,Hardcover,449,2020,,,2020/04/04,"owned, papier, currently-reading","owned (#675), papier (#32), currently-reading (#8)",currently-reading,,,,1,,,0,,,,,
54360938,Wychodząc z mody. Praktyczny przewodnik po slow fashion,Joanna Glogaza,"Glogaza, Joanna",,"=""8395749007""","=""9788395749001""",0,4.23,Style Digger Joanna Glogaza,Paperback,368,2020,2020,,2020/07/06,"to-read, owned, papier","to-read (#1259), owned (#687), papier (#34)",to-read,,,,0,,,0,,,,,
55601356,Ja i moje przyjaciółki idiotki,Joanna Okuniewska,"Okuniewska, Joanna",,"=""""","=""9788395894602""",0,4.08,TuOkuniewska,Paperback,526,2020,2020,,2020/11/24,"to-read, owned, papier","to-read (#1550), owned (#686), papier (#33)",to-read,,,,0,,,0,,,,,
28047578,Ginekolodzy,Jürgen Thorwald,"Thorwald, Jürgen",Anna Wziątek,"=""8365282259""","=""9788365282255""",4,4.08,Marginesy,Hardcover,392,2016,,2016/04/16,2017/08/15,"publio, owned, 2016","publio (#3), owned (#22), 2016 (#4)",read,,,,1,,,0,,,,,
51066664,How to Decide: Simple Tools for Making Better Choices,Annie Duke,"Duke, Annie",,"=""""","=""""",0,4.07,Portfolio,Kindle Edition,240,2020,2020,,2020/12/11,"to-read, growth, popularnonaukowe","to-read (#1574), growth (#43), popularnonaukowe (#19)",to-read,,,,0,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1573), artrage-bookrage (#148), owned (#684)",to-read,,,,0,,,0,,,,,
35826285,Gwiazda Ratnera,Don DeLillo,"DeLillo, Don",,"=""""","=""9788373925335""",0,3.47,Noir Sur Blanc,Paperback,504,2016,1976,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1572), artrage-bookrage (#147), owned (#683)",to-read,,,,0,,,0,,,,,
7670638,To nie jest kraj dla starych ludzi,Cormac McCarthy,"McCarthy, Cormac",Robert Bryk,"=""8374696435""","=""9788374696432""",0,4.11,Prószyński i S-ka,Paperback,238,2008,2005,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1571), artrage-bookrage (#146), owned (#682)",to-read,,,,0,,,0,,,,,
252,"Sexus (The Rosy Crucifixion, #1)",Henry Miller,"Miller, Henry",,"=""0802151809""","=""9780802151803""",0,3.97,Grove Press,Paperback,506,1994,1949,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1570), artrage-bookrage (#145), owned (#681)",to-read,,,,0,,,0,,,,,
26154389,Zero K,Don DeLillo,"DeLillo, Don",,"=""1501135392""","=""9781501135392""",0,3.20,Scribner,Hardcover,274,2016,2016,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1569), artrage-bookrage (#144), owned (#680)",to-read,,,,0,,,0,,,,,
407,Great Jones Street,Don DeLillo,"DeLillo, Don",,"=""0140179178""","=""9780140179170""",0,3.47,Penguin Books,Paperback,272,1994,1973,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1568), artrage-bookrage (#143), owned (#679)",to-read,,,,0,,,0,,,,,
7671365,Zwrotnik Raka,Henry Miller,"Miller, Henry",Lesław Ludwig,"=""8373921303""","=""9788373921306""",0,3.67,Noir sur Blanc,Paperback,360,2005,1934,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1567), artrage-bookrage (#142), owned (#678)",to-read,,,,0,,,0,,,,,
11765,Americana,Don DeLillo,"DeLillo, Don",,"=""2868698220""","=""9782868698223""",0,3.41,Actes Sud,Paperback,454,1993,1971,,2020/12/11,"to-read, artrage-bookrage, owned","to-read (#1566), artrage-bookrage (#141), owned (#677)",to-read,,,,0,,,0,,,,,
49785868,Dary bogów,Witold Jabłoński,"Jabłoński, Witold",,"=""8379952863""","=""9788379952861""",0,4.09,Genius Creations,Paperback,364,2019,,,2020/02/15,to-read,to-read (#837),to-read,,,,0,,,0,,,,,
13059271,The Top Five Regrets of the Dying: A Life Transformed by the Dearly Departing,Bronnie Ware,"Ware, Bronnie",,"=""""","=""""",0,3.78,,Kindle Edition,247,,2011,,2020/12/09,to-read,to-read (#1565),to-read,,,,0,,,0,,,,,
28575477,Slow sex. Uwolnij miłość,Hanna Rydlewska,"Rydlewska, Hanna",Marta Niedźwiecka,"=""""","=""9788326823084""",0,3.48,Wydawnictwo Agora,Paperback,308,2016,2016,,2020/12/09,"to-read, owned, publio","to-read (#1564), owned (#676), publio (#57)",to-read,,,,0,,,0,,,,,
38315591,Sztuka obsługi penisa,Przemysław Pilarski,"Pilarski, Przemysław",Andrzej Gryżewski,"=""""","=""9788326826085""",0,3.92,Agora SA,Paperback,360,2018,,,2020/12/09,to-read,to-read (#1563),to-read,,,,0,,,0,,,,,
55748126,inaczej,Radosław Kotarski,"Kotarski, Radosław",,"=""""","=""""",0,4.21,Altenberg,ebook,336,2020,2020,,2020/12/06,"to-read, owned, papier","to-read (#1562), owned (#674), papier (#31)",to-read,,,,0,,,0,,,,,
43163443,"Cokolwiek wybierzesz (Ukryta sieć, #1)",Jakub Szamałek,"Szamałek, Jakub",,"=""8328061244""","=""9788328061248""",4,3.97,Wydawnictwo W.A.B.,Paperback,448,2019,2019,2020/12/07,2020/11/14,"kryminaly, owned, świat-książki, 2020","kryminaly (#1), owned (#652), świat-książki (#14), 2020 (#54)",read,"Nie jest to saga Millenium, ale dobrze sie czyta i nawet watek nowych technologii nie wywoluje przewrotu oczami.",,,1,,,0,,,,,
5558786,"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,"Glukhovsky, Dmitry",M. David Drevs,"=""3453532988""","=""9783453532984""",0,4.00,Heyne Verlag,Paperback,764,2008,2002,,2018/09/18,"owned, publio, abandoned-for-later, to-read","owned (#225), publio (#34), abandoned-for-later (#9), to-read (#1561)",to-read,,,,0,,,0,,,,,
8031168,"Delusions of Gender: How Our Minds, Society, and Neurosexism Create Difference",Cordelia Fine,"Fine, Cordelia",,"=""0393068382""","=""9780393068382""",0,4.07,W.W. Norton & Company,Hardcover,338,2010,2005,,2019/11/05,"to-read, polecajki-z-fejsa, women, owned, amazon","to-read (#640), polecajki-z-fejsa (#53), women (#89), owned (#673), amazon (#111)",to-read,,,,0,,,0,,,,,
50269749,Cytryna,Motojirō Kajii,"Kajii, Motojirō","Anna Karpiuk, Anna Wołcyrz","=""8395243375""","=""9788395243370""",0,3.76,Wydawnictwo Tajfuny,Paperback,96,2020,1925,,2020/06/29,to-read,to-read (#1247),to-read,,,,0,,,0,,,,,
50084422,"Wściekła pogoda. Jak mszczą się zmiany klimatu, kiedy są ignorowane",Friederike Otto,"Otto, Friederike","Anna Krochmal, Robert Kędzierski","=""""","=""9788381350051""",0,3.88,Otwarte,Paperback,240,2019,,,2020/12/03,"to-read, publicystyka","to-read (#1560), publicystyka (#15)",to-read,,,,0,,,0,,,,,
36006013,"W królestwie monszatana. GMO, gluten i szczepionki",Marcin Rotkiewicz,"Rotkiewicz, Marcin",,"=""8380495705""","=""9788380495708""",0,4.22,Czarne,Paperback,296,2017,2017,,2020/01/18,"to-read, publicystyka","to-read (#770), publicystyka (#14)",to-read,,,,0,,,0,,,,,
32672819,After Europe,Ivan Krastev,"Krastev, Ivan",,"=""0812249437""","=""9780812249439""",0,4.12,University of Pennsylvania Press,Hardcover,128,2017,2017,,2020/12/03,"to-read, publicystyka","to-read (#1559), publicystyka (#13)",to-read,,,,0,,,0,,,,,
53058488,"Krew. Pieniądze, medycyna, tajemnice",Rose George,"George, Rose",,"=""""","=""""",0,3.83,Znak Literanova,Paperback,416,2019,2018,,2020/12/03,"to-read, popularnonaukowe","to-read (#1558), popularnonaukowe (#18)",to-read,,,,0,,,0,,,,,
51804577,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""""","=""""",0,4.33,Tinder Press,Kindle Edition,401,2020,2020,,2020/08/30,"to-read, amazon, owned","to-read (#1378), amazon (#110), owned (#671)",to-read,,,,0,,,0,,,,,
17229108,Dlaczego zebry nie mają wrzodów. Psychofizjologia Stresu,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""""","=""9788301160937""",0,4.18,Wydawnictwo Naukowe PWN,,456,2010,1993,,2020/11/29,"to-read, growth, popularnonaukowe","to-read (#1557), growth (#42), popularnonaukowe (#17)",to-read,,,,0,,,0,,,,,
55883266,Polowanie na wiedźmy. Kronika kobiet niepodporządkowanych,Kristen J. Sollee,"Sollee, Kristen J.",Joanna Dziubińska,"=""832407368X""","=""9788324073689""",0,3.72,Znak Literanova,Paperback,288,2021,2020,,2020/11/29,"to-read, women","to-read (#1555), women (#93)",to-read,,,,0,,,0,,,,,
33313780,"Witches, Sluts, Feminists: Conjuring the Sex Positive",Kristen J. Sollee,"Sollee, Kristen J.",,"=""0996485287""","=""9780996485289""",0,3.93,Threel Media,ebook,178,2017,2017,,2020/11/29,to-read,to-read (#1556),to-read,,,,0,,,0,,,,,
43852947,Znajomi Nieznajomi,Kio Stark,"Stark, Kio",,"=""""","=""""",0,3.36,,,,,,,2020/09/13,to-read,to-read (#1396),to-read,,,,0,,,0,,,,,
52699942,Rozwód po polsku,Iza Komendołowicz,"Komendołowicz, Iza",,"=""""","=""9788328061644""",0,3.50,W.A.B.,Paperback,320,2019,2019,,2020/11/28,to-read,to-read (#1554),to-read,,,,0,,,0,,,,,
55239933,"Gdziekolwiek spojrzysz (Ukryta sieć, #3)",Jakub Szamałek,"Szamałek, Jakub",,"=""8328083388""","=""9788328083387""",0,3.97,Wydawnictwo W.A.B.,Paperback,416,2020,2020,,2020/11/14,"to-read, kryminaly, owned, publio","to-read (#1527), kryminaly (#3), owned (#668), publio (#56)",to-read,,,,0,,,0,,,,,
51006466,"To jest wojna. Kobiety, fundamentaliści i nowe średniowiecze",Klementyna Suchanow,"Suchanow, Klementyna",,"=""""","=""9788326833137""",0,3.81,Agora S.A.,ebook,640,2020,2020,,2020/06/15,"to-read, women, publio, owned","to-read (#1236), women (#22), publio (#55), owned (#667)",to-read,,,,0,,,0,,,,,
52283963,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Rob  Fitzpatrick,"Fitzpatrick, Rob",,"=""""","=""""",0,4.45,Robfitz Ltd,Kindle Edition,138,2019,2013,,2020/11/27,to-read,to-read (#1553),to-read,,,,0,,,0,,,,,
39344110,The Impossible Girl,Lydia Kang,"Kang, Lydia",,"=""1503903389""","=""9781503903388""",0,4.12,Lake Union Publishing,Paperback,353,2018,2018,,2020/11/26,"to-read, amazon, owned","to-read (#1552), amazon (#109), owned (#666)",to-read,,,,0,,,0,,,,,
53761859,Od jednego Lucypera,Anna Dziewit-Meller,"Dziewit-Meller, Anna",,"=""8308070493""","=""9788308070499""",4,4.14,Wydawnictwo Literackie,Paperback,304,2020,2020,2020/10/16,2020/08/02,"2020, owned, nexto","2020 (#49), owned (#665), nexto (#2)",read,,,,1,,,0,,,,,
34695800,A Common-Sense Guide to Data Structures and Algorithms: Level Up Your Core Programming Skills,Jay Wengrow,"Wengrow, Jay",,"=""1680502441""","=""9781680502442""",0,4.26,Pragmatic Bookshelf,Paperback,222,2017,,,2020/11/20,"to-read, software-development-growth, owned, papier","to-read (#1541), software-development-growth (#36), owned (#663), papier (#30)",to-read,,,,0,,,0,,,,,
37596790,"Gotowi na przemoc. Mord, antysemityzm i demokracja w międzywojennej Polsce",Paul Brykczynski,"Brykczynski, Paul",Michał Sutowski,"=""8365853205""","=""9788365853202""",0,4.27,Wydawnictwo Krytyki Politycznej,Hardcover,320,2017,2016,,2020/06/17,"to-read, owned, virtualo","to-read (#1237), owned (#662), virtualo (#45)",to-read,,,,0,,,0,,,,,
371372,Świat Zofii,Jostein Gaarder,"Gaarder, Jostein",Iwona Zimnicka,"=""836020750X""","=""""",0,3.94,Santorski & Co,Hardcover,559,1999,1991,,2020/11/24,to-read,to-read (#1549),to-read,,,,0,,,0,,,,,
49634053,Radical Markets: Uprooting Capitalism and Democracy for a Just Society,Eric A. Posner,"Posner, Eric A.","E. Glen Weyl, Vitalik Buterin, Jaron Lanier","=""""","=""""",0,4.02,Princeton University Press,Kindle Edition,383,2019,2018,,2020/11/24,"to-read, publicystyka","to-read (#1548), publicystyka (#12)",to-read,,,,0,,,0,,,,,
